,YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,ESPN_ID
9,2017,PHI,80,130,10,25,4,0,3,13,12,34,1,0,.192,.257,.292,.549,-0.3,5943
0,2002,DET,19,70,7,14,1,1,0,3,6,16,2,2,.200,.266,.243,.509,-0.6,5089
1,2003,DET,59,168,23,37,4,3,1,9,10,35,5,5,.220,.263,.298,.561,-1.0,5089
2,2004,DET,3,0,1,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0,5089
3,2005,TEX,8,19,2,3,1,0,0,1,1,6,1,0,.158,.190,.211,.401,-0.1,5089
4,2009,SF,75,152,30,41,6,8,6,23,16,45,6,1,.270,.343,.533,.876,1.7,5089
5,2010,SF,139,507,84,136,43,8,16,63,56,128,26,7,.268,.343,.479,.822,5.1,5089
6,2011,SF,112,348,50,77,24,1,4,19,42,95,19,6,.221,.312,.330,.642,0.7,5089
7,2012,NYM,132,374,47,86,17,7,3,35,52,90,13,5,.230,.327,.337,.664,1.2,5089
8,2013,SF,103,272,33,68,17,1,2,21,22,61,4,3,.250,.302,.342,.644,-0.1,5089
0,2016,BOS,34,105,16,31,11,1,2,14,10,25,1,0,.295,.359,.476,.835,0.6,34986
1,2017,BOS,151,573,84,155,26,1,20,90,70,112,20,5,.271,.352,.424,.776,2.6,34986
2,2018,BOS,148,579,103,168,41,6,16,87,71,106,21,3,.290,.366,.465,.831,3.9,34986
0,2011,STL,11,22,1,4,1,0,0,3,0,8,0,0,.182,.182,.227,.409,-0.2,31409
1,2012,COL,46,112,14,26,7,0,5,11,12,34,2,2,.232,.302,.429,.731,-0.1,31409
2,2013,NYM,68,150,16,34,5,0,7,24,13,44,1,0,.227,.288,.400,.688,0.4,31409
3,2014,NYM,19,44,6,8,1,0,2,7,3,15,0,0,.182,.245,.341,.586,-0.1,31409
0,2017,PHI,56,171,26,44,8,1,3,13,31,56,1,0,.257,.368,.368,.736,0.5,33304
1,2018,PHI,84,187,19,37,6,2,4,15,24,75,1,0,.198,.294,.316,.610,-0.3,33304
0,2013,PIT,18,30,4,7,2,0,1,2,3,11,0,1,.233,.303,.400,.703,-0.2,31028
1,2014,PIT,21,39,3,10,4,0,0,1,0,8,0,0,.256,.256,.359,.615,0.1,31028
2,2015,PIT,20,25,1,1,1,0,0,0,2,8,0,0,.040,.111,.080,.191,-0.5,31028
3,2016,OAK,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.0,31028
0,2009,PIT,108,433,74,124,26,9,12,54,54,83,22,5,.286,.365,.471,.836,2.2,28701
1,2010,PIT,154,570,94,163,35,5,16,56,70,89,33,10,.286,.365,.449,.814,3.6,28701
2,2011,PIT,158,572,87,148,34,5,23,89,89,126,23,10,.259,.364,.456,.820,5.3,28701
3,2012,PIT,157,593,107,194,29,6,31,96,70,132,20,12,.327,.400,.553,.953,7.0,28701
4,2013,PIT,157,583,97,185,38,5,21,84,78,101,27,10,.317,.404,.508,.912,8.2,28701
5,2014,PIT,146,548,89,172,38,6,25,83,84,115,18,3,.314,.410,.542,.952,6.4,28701
6,2015,PIT,157,566,91,165,36,3,23,96,98,133,11,5,.292,.401,.488,.889,4.8,28701
7,2016,PIT,153,598,81,153,26,3,24,79,69,143,6,7,.256,.336,.430,.766,-0.7,28701
8,2017,PIT,156,570,94,159,30,2,28,88,73,116,11,5,.279,.363,.486,.849,2.5,28701
9,2018,NYY,25,87,18,22,2,1,5,10,22,22,1,3,.253,.421,.471,.892,0.8,28701
10,2018,SF,130,482,65,123,28,2,15,55,73,123,13,6,.255,.357,.415,.772,2.0,28701
11,2018,Total,155,569,83,145,30,3,20,65,95,145,14,9,.255,.368,.424,.792,2.7,28701
0,2010,LAA,5,11,0,1,0,0,0,0,0,4,0,0,.091,.091,.091,.182,-0.3,29330
1,2011,LAA,10,16,2,2,0,0,0,0,1,6,1,0,.125,.176,.125,.301,-0.2,29330
2,2012,LAA,12,17,2,7,0,0,0,1,3,3,1,0,.412,.500,.412,.912,0.1,29330
3,2013,LAA,47,108,9,28,3,0,0,10,7,24,1,0,.259,.308,.287,.595,0.5,29330
4,2014,DET,94,251,30,57,6,0,2,12,18,60,12,2,.227,.279,.275,.554,0.2,29330
5,2015,DET,109,184,25,47,5,0,2,15,11,46,10,5,.255,.307,.315,.622,1.6,29330
6,2016,DET,109,174,21,41,5,2,2,16,13,38,8,0,.236,.304,.322,.626,0.3,29330
7,2017,DET,124,318,45,74,17,2,4,25,22,67,6,4,.233,.289,.336,.625,-1.2,29330
8,2018,SEA,72,119,15,25,2,1,0,2,7,39,1,0,.210,.260,.244,.504,-0.1,29330
0,2017,WSH,37,57,5,9,2,0,0,1,7,20,1,0,.158,.250,.193,.443,-0.4,35043
1,2018,WSH,57,75,9,19,2,0,1,13,6,23,1,1,.253,.306,.320,.626,-0.2,35043
0,2014,SF,35,88,13,24,8,0,3,19,7,28,0,0,.273,.326,.466,.792,1.0,32062
1,2015,SF,52,133,14,29,7,2,3,14,14,43,0,0,.218,.297,.368,.665,0.1,32062
2,2016,MIL,9,17,3,4,1,0,1,2,2,5,0,0,.235,.316,.471,.787,0.1,32062
3,2017,MIL,8,12,0,1,0,0,0,0,0,6,0,0,.083,.083,.083,.166,-0.2,32062
4,2018,BAL,9,26,1,3,1,0,0,0,0,12,0,0,.115,.115,.154,.269,-0.3,32062
0,2016,LAD,48,105,19,33,9,1,3,16,8,25,1,1,.314,.365,.505,.870,1.4,33222
1,2017,LAD,31,96,17,26,3,0,5,15,5,16,0,1,.271,.314,.458,.772,0.5,33222
2,2018,LAD,17,30,5,7,2,0,0,4,2,8,1,0,.233,.281,.300,.581,0.1,33222
0,2018,TB,13,10,3,3,1,0,0,0,1,3,1,0,.300,.417,.400,.817,0.3,35247
0,2016,TOR,10,6,2,0,0,0,0,0,0,2,0,0,.000,.143,.000,.143,0.0,32019
0,2011,DET,78,219,34,55,13,0,7,28,11,36,5,2,.251,.296,.406,.702,0.7,31006
1,2012,DET,88,314,56,101,18,5,8,35,23,53,1,1,.322,.370,.487,.857,2.1,31006
2,2013,DET,131,438,60,112,16,2,9,37,42,84,7,1,.256,.323,.363,.686,1.1,31006
0,2007,LA,35,93,16,21,5,0,1,10,20,24,2,1,.226,.365,.312,.677,0.1,28652
1,2008,LA,27,59,6,12,1,0,2,6,10,7,0,0,.203,.319,.322,.641,-0.4,28652
2,2008,PIT,49,164,11,25,4,0,3,12,14,30,2,0,.152,.227,.232,.459,-0.8,28652
3,2008,Total,76,223,17,37,5,0,5,18,24,37,2,0,.166,.252,.256,.508,-1.2,28652
4,2009,PIT,150,524,64,135,29,5,12,64,50,84,3,1,.258,.330,.401,.731,2.1,28652
5,2010,PIT,102,247,26,51,8,0,4,16,19,43,1,1,.206,.268,.287,.555,-1.4,28652
6,2011,OAK,40,93,10,23,6,1,0,5,8,19,0,0,.247,.320,.333,.653,-0.2,28652
7,2013,TOR,1,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0.0,28652
0,2005,ATL,24,57,3,8,2,1,0,4,7,13,0,1,.140,.227,.211,.438,-1.4,5916
1,2006,CLE,50,164,20,37,15,1,5,23,13,38,0,0,.226,.287,.421,.708,0.8,5916
2,2007,CLE,20,57,3,11,4,0,1,8,2,9,0,0,.193,.233,.316,.549,-0.2,5916
3,2008,CLE,80,235,21,52,11,1,3,17,14,52,1,2,.221,.268,.315,.583,-0.5,5916
4,2009,CLE,47,155,20,36,6,1,6,25,14,30,0,0,.232,.293,.400,.693,-0.6,5916
5,2010,CLE,81,170,18,39,7,2,5,19,17,35,0,3,.229,.298,.382,.680,0.5,5916
6,2014,ARI,6,16,1,3,0,0,1,3,0,3,0,0,.188,.188,.375,.563,-0.2,5916
0,2011,SD,24,44,3,8,1,0,0,4,9,17,1,0,.182,.327,.205,.532,0.6,30339
1,2012,SD,55,116,9,24,5,0,1,6,17,35,1,0,.207,.316,.276,.592,0.0,30339
2,2013,OAK,14,34,2,4,2,0,0,1,2,12,0,0,.118,.167,.176,.343,-0.9,30339
3,2014,OAK,21,46,4,7,3,0,1,3,3,14,0,0,.152,.216,.283,.499,0.4,30339
4,2015,OAK,17,6,1,0,0,0,0,0,2,5,0,0,.000,.250,.000,.250,-0.1,30339
0,2014,CHW,17,43,2,6,2,0,0,2,2,22,0,0,.140,.178,.186,.364,-0.7,31814
1,2016,MIL,26,24,3,3,1,0,1,3,3,10,1,0,.125,.222,.292,.514,-0.2,31814
0,2006,CHC,77,170,28,42,6,2,5,18,15,28,4,2,.247,.306,.394,.700,0.1,6488
1,2007,CHC,71,148,21,39,10,2,4,21,10,32,4,1,.264,.306,.439,.745,0.5,6488
2,2008,NYM,31,91,12,25,7,1,0,13,11,18,4,0,.275,.346,.374,.720,0.5,6488
3,2009,NYM,88,343,54,105,22,11,6,32,25,56,14,7,.306,.350,.487,.837,3.8,6488
4,2010,NYM,151,579,80,168,31,7,11,69,44,97,37,9,.290,.340,.425,.765,5.1,6488
5,2011,NYM,123,478,68,125,24,4,7,56,44,62,32,7,.262,.322,.372,.694,1.0,6488
6,2012,SF,154,605,95,174,38,15,8,56,48,97,29,7,.288,.338,.440,.778,4.0,6488
7,2013,SF,71,280,44,79,16,3,5,30,23,36,9,4,.282,.334,.414,.748,1.0,6488
8,2014,SF,96,383,56,115,21,2,3,27,25,53,16,6,.300,.342,.389,.731,1.4,6488
9,2015,SF,133,512,55,134,21,3,3,37,32,93,12,4,.262,.303,.332,.635,-1.9,6488
10,2016,SF,129,495,71,137,24,5,12,55,42,66,15,4,.277,.331,.418,.749,1.0,6488
0,2017,TOR,4,8,0,1,1,0,0,0,0,3,0,0,.125,.125,.250,.375,0.1,32812
1,2018,TOR,13,19,3,2,0,0,0,1,2,9,1,0,.105,.190,.105,.295,-0.2,32812
0,2011,OAK,5,17,3,3,1,0,0,0,4,7,0,0,.176,.333,.235,.568,0.2,29490
1,2012,OAK,13,31,3,4,1,0,0,0,4,13,0,0,.129,.250,.161,.411,-0.1,29490
2,2012,CHC,9,18,1,3,1,0,1,4,2,2,0,0,.167,.286,.389,.675,0.1,29490
3,2012,Total,22,49,4,7,2,0,1,4,6,15,0,0,.143,.263,.245,.508,0.0,29490
4,2013,NYM,50,135,17,29,7,0,6,19,13,49,0,1,.215,.280,.400,.680,0.6,29490
5,2014,NYM,58,174,18,35,9,0,7,27,10,64,1,1,.201,.246,.374,.620,0.8,29490
6,2015,NYM,32,80,6,10,1,0,2,5,11,35,1,0,.125,.239,.213,.452,-0.8,29490
7,2016,ATL,33,90,6,25,8,0,2,15,16,22,1,0,.278,.394,.433,.827,0.6,29490
8,2017,ATL,6,7,1,1,0,0,0,0,0,1,0,0,.143,.143,.143,.286,-0.1,29490
0,2013,WSH,98,351,40,93,23,1,7,35,31,69,1,1,.265,.329,.396,.725,-0.0,32098
1,2014,WSH,153,613,111,176,39,6,21,83,58,104,17,3,.287,.351,.473,.824,6.5,32098
2,2015,WSH,80,311,43,82,16,0,5,25,36,70,1,2,.264,.344,.363,.707,0.3,32098
3,2016,WSH,156,567,91,153,38,2,20,85,65,117,12,6,.270,.348,.450,.798,4.1,32098
4,2017,WSH,147,508,81,153,41,1,25,100,84,82,7,2,.301,.403,.533,.936,5.9,32098
5,2018,WSH,136,529,88,163,44,2,24,92,55,82,2,1,.308,.374,.535,.909,4.2,32098
0,2011,SD,49,128,9,18,8,1,1,9,21,46,2,1,.141,.281,.242,.523,-0.4,30782
1,2012,CHC,87,337,44,96,15,0,15,48,27,62,3,2,.285,.342,.463,.805,2.2,30782
2,2013,CHC,160,606,71,141,40,2,23,80,76,127,6,5,.233,.323,.419,.742,2.6,30782
3,2014,CHC,140,524,89,150,28,1,32,78,73,116,5,4,.286,.386,.527,.913,5.1,30782
4,2015,CHC,160,586,94,163,38,3,31,101,78,105,17,6,.278,.387,.512,.899,6.3,30782
5,2016,CHC,155,583,94,170,43,4,32,109,74,108,3,5,.292,.385,.544,.929,5.7,30782
6,2017,CHC,157,572,99,156,32,3,32,109,91,90,10,4,.273,.392,.507,.899,4.4,30782
7,2018,CHC,153,566,74,160,29,1,25,101,70,80,6,4,.283,.376,.470,.846,2.7,30782
0,2017,BAL,13,30,1,8,3,0,0,2,0,8,0,0,.267,.258,.367,.625,-0.0,36084
1,2018,BAL,33,101,8,20,5,1,1,6,6,21,1,0,.198,.250,.297,.547,-0.5,36084
0,2011,ATL,9,4,2,2,0,0,0,0,0,0,1,0,.500,.500,.500,1.000,0.1,31436
1,2014,NYY,13,16,2,5,0,0,0,1,1,3,5,0,.313,.353,.313,.666,0.2,31436
0,2018,SF,19,63,8,18,1,0,4,9,2,31,0,0,.286,.308,.492,.800,0.3,33714
0,2014,CHC,70,278,31,57,11,2,10,29,17,93,8,5,.205,.254,.367,.621,0.6,32823
1,2015,CHC,11,26,5,2,0,0,0,1,5,11,1,0,.077,.226,.077,.303,-0.1,32823
2,2016,OAK,16,19,2,4,1,0,0,2,0,8,3,3,.211,.211,.263,.474,-0.3,32823
3,2017,CIN,70,105,13,18,3,1,1,7,2,38,2,0,.171,.187,.248,.435,-0.6,32823
0,2018,CIN,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,-0.1,33785
0,2007,CLE,45,159,30,45,9,2,3,22,17,29,0,0,.283,.354,.421,.775,1.5,28671
1,2008,CLE,114,352,48,91,20,0,6,47,46,77,4,4,.259,.346,.366,.712,2.8,28671
2,2009,CLE,131,523,81,161,42,4,6,68,44,89,17,4,.308,.361,.438,.799,4.0,28671
3,2010,CLE,97,381,39,105,16,1,3,29,25,60,6,4,.276,.326,.346,.672,1.2,28671
4,2011,CLE,151,604,87,165,32,3,25,92,44,119,17,5,.273,.332,.460,.792,4.6,28671
5,2012,CLE,143,555,70,150,35,1,16,68,52,99,9,4,.270,.338,.423,.761,3.0,28671
6,2013,CLE,136,508,66,123,35,2,14,64,35,114,9,3,.242,.299,.402,.701,1.2,28671
7,2014,CLE,97,378,54,93,22,2,9,40,27,79,7,2,.246,.305,.386,.691,1.2,28671
8,2014,WSH,49,175,20,40,9,2,5,21,22,29,3,0,.229,.312,.389,.701,-0.3,28671
9,2014,Total,146,553,74,133,31,4,14,61,49,108,10,2,.241,.307,.387,.694,1.0,28671
10,2015,TB,143,505,66,134,28,5,15,58,36,107,6,3,.265,.315,.430,.745,1.8,28671
11,2016,NYM,141,521,65,146,30,1,23,62,38,103,5,1,.280,.336,.474,.810,2.7,28671
12,2017,NYM,135,479,66,134,32,0,14,59,50,83,3,2,.280,.351,.434,.785,1.1,28671
13,2018,NYM,98,375,48,104,23,1,18,58,29,81,0,0,.277,.329,.488,.817,1.4,28671
14,2018,PHI,49,171,20,39,13,0,5,17,12,38,0,0,.228,.286,.392,.678,-0.7,28671
15,2018,Total,147,546,68,143,36,1,23,75,41,119,0,0,.262,.316,.458,.774,0.7,28671
0,2013,STL,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,-0.0,31993
1,2014,STL,1,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,0.0,31993
0,2015,LAD,20,29,4,6,2,0,0,1,6,6,1,0,.207,.361,.276,.637,0.1,32856
1,2016,LAD,21,32,3,5,1,0,0,2,5,9,0,0,.156,.270,.188,.458,-0.2,32856
2,2017,LAD,102,218,35,63,15,2,8,38,39,43,4,1,.289,.408,.486,.894,2.6,32856
3,2018,LAD,100,200,32,41,5,0,4,14,31,67,4,3,.205,.329,.290,.619,0.5,32856
0,2018,MIA,34,113,16,25,4,0,4,14,7,22,1,0,.221,.279,.363,.642,-0.0,33532
0,2017,BAL,20,60,4,13,3,0,1,8,2,16,0,0,.217,.238,.317,.555,-0.5,36928
0,2015,SD,56,137,13,23,2,0,3,11,8,38,0,0,.168,.215,.248,.463,-0.2,32168
1,2016,SD,8,24,2,3,1,0,0,1,0,7,0,1,.125,.154,.167,.321,-0.5,32168
2,2017,SD,120,387,36,83,17,0,18,55,23,122,4,1,.214,.262,.398,.660,0.9,32168
3,2018,SD,91,303,29,70,14,2,14,37,21,90,3,0,.231,.282,.429,.711,1.4,32168
0,2010,DET,151,618,103,181,34,10,4,41,47,170,27,6,.293,.345,.400,.745,4.8,29453
1,2011,DET,153,591,90,147,22,11,10,45,56,181,22,5,.249,.317,.374,.691,4.8,29453
2,2012,DET,137,543,103,163,29,10,16,66,67,134,12,9,.300,.377,.479,.856,5.3,29453
3,2013,DET,129,552,99,150,30,7,12,49,52,129,8,4,.272,.337,.417,.754,3.4,29453
4,2014,DET,100,374,52,102,25,5,4,33,35,85,9,4,.273,.332,.398,.730,1.6,29453
5,2014,SEA,54,223,19,51,5,1,0,14,12,59,11,2,.229,.267,.260,.527,0.1,29453
6,2014,Total,154,597,71,153,30,6,4,47,47,144,20,6,.256,.308,.347,.655,1.7,29453
7,2015,SEA,107,419,46,114,18,3,8,38,24,107,15,9,.272,.312,.387,.699,1.4,29453
